Name,Symbol
"Публичное акционерное общество ""Территориальная генерирующая компания №1""",TGKA
"Публичное акционерное общество ""Территориальная генерирующая компания №1""",RU000A105NB4
"Публичное акционерное общество ""ТрансКонтейнер""",RU000A100YE6
"Публичное акционерное общество ""Транснефть""",TRNFP
"Публичное акционерное общество ""Транснефть""",RU000A0ZYDD9
"Публичное акционерное общество ""Транснефть""",RU000A1010B7
"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""",HYDR
"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""",RU000A0JVD25
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",FEES
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A0JX090
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A1028T1
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A0ZYDH0
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A1036S6
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A101CL5
"Публичное акционерное общество ""Федеральная сетевая компания - Россети""",RU000A101LX1
"Публичное акционерное общество ""ФосАгро""",PHOR
"Публичное акционерное общество ""ФосАгро""",RU000A106G31
"Публичное акционерное общество ""ФосАгро""",RU000A106G56
"Публичное акционерное общество ""ФосАгро""",RU000A106516
"Публичное акционерное общество ""ФосАгро""",RU000A1063Z5
"Публичное акционерное общество ""ЭЛ5-Энерго""",ELFV
"Публичное акционерное общество ""ЭсЭфАй""",SFIN
"Публичное акционерное общество ""Юнипро""",UPRO
"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""",RU000A102R73
"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""",RU000A1035Y6
"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""",RU000A103PT6
"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""",RU000A101GR3
"Публичное акционерное общество Группа компаний ""Сегежа""",SGZH
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A1041B2
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A105EW9
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A1043G7
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A105SP3
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A104FG2
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A107BP5
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A104UA4
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A1053P7
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A1055U2
"Публичное акционерное общество Группа компаний ""Сегежа""",RU000A105AD7
"Публичное акционерное общество Нефтегазовая компания ""РуссНефть""",RNFT
"Публичное акционерное общество энергетики и электрификации ""Мосэнерго""",MSNG
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101RV2
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101RW0
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101S16
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101S08
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101RT6
Республика Казахстан в лице Министерства финансов Республики Казахстан,RU000A101RZ3
Управление финансов Липецкой области,RU000A1013T3
Управление финансов Липецкой области,RU000A102598
Управление финансов Липецкой области,RU000A0ZZR33
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JWTV5
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A102VR0
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JX199
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JXE06
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JVA10
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JXPG2
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JVWD9
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JY023
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JVWJ6
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZYAP9
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JW1P8
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZYNY4
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0JWST1
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZYR91
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZZ1J8
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZZ984
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZZAL5
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A0ZZV11
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A1003A4
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A100FE5
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A100Z91
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A101GD3
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A101QL5
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A101SC0
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A101SD8
"акционерное общество ""Государственная транспортная лизинговая компания""",RU000A1038M5
"государственная корпорация развития ""ВЭБ.РФ""",RU000A0JT403
"государственная корпорация развития ""ВЭБ.РФ""",RU000A0JT6B2
"государственная корпорация развития ""ВЭБ.РФ""",RU000A0JS4Z7
"государственная корпорация развития ""ВЭБ.РФ""",RU000A0JW6P7
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1042W6
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1001V4
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1003W8
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1013P1
"государственная корпорация развития ""ВЭБ.РФ""",RU000A101TB0
"государственная корпорация развития ""ВЭБ.РФ""",RU000A101WE8
"государственная корпорация развития ""ВЭБ.РФ""",RU000A102K96
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1031S7
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1031T5
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1031U3
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1031Y5
"государственная корпорация развития ""ВЭБ.РФ""",RU000A1031Z2
"государственная корпорация развития ""ВЭБ.РФ""",RU000A103FY7
департамент финансов Ямало-Ненецкого автономного округа,RU000A0ZYM47
министерство финансов Красноярского края,RU000A0ZYCM2
министерство финансов Красноярского края,RU000A0ZYFB8
министерство финансов Красноярского края,RU000A0ZZC48
министерство финансов Красноярского края,RU000A0ZZM87
министерство финансов Тамбовской области,RU000A0JXVH8
министерство финансов Тамбовской области,RU000A0ZYJ18
министерство финансов Ярославской области,RU000A0JXS83
министерство финансов Ярославской области,RU000A0ZZEM5
министерство финансов Ярославской области,RU000A100PR6
министерство финансов Ярославской области,RU000A101WD0
"открытое акционерное общество ""Российские железные дороги""",RU000A0JSGV0
"открытое акционерное общество ""Российские железные дороги""",RU000A0JXN05
"открытое акционерное общество ""Российские железные дороги""",RU000A0JXQ44
"открытое акционерное общество ""Российские железные дороги""",RU000A0JXR84
"открытое акционерное общество ""Российские железные дороги""",RU000A0JXZB2
"открытое акционерное общество ""Российские железные дороги""",RU000A0ZYU05
"открытое акционерное общество ""Российские железные дороги""",RU000A0ZZ9R4
"открытое акционерное общество ""Российские железные дороги""",RU000A1002C2
"открытое акционерное общество ""Российские железные дороги""",RU000A1007Z2
"открытое акционерное общество ""Российские железные дороги""",RU000A1008D7
"открытое акционерное общество ""Российские железные дороги""",RU000A100HY9
"открытое акционерное общество ""Российские железные дороги""",RU000A102QP4
"открытое акционерное общество ""Российские железные дороги""",RU000A102R40
"публичное акционерное общество ""Группа компаний ""Самолет""",SMLT
"публичное акционерное общество ""Группа компаний ""Самолет""",RU000A102RX6
"публичное акционерное общество ""Группа компаний ""Самолет""",RU000A103L03
"публичное акционерное общество ""Группа компаний ""Самолет""",RU000A104JQ3
"публичное акционерное общество ""Группа компаний ""Самолет""",RU000A104YT6
"публичное акционерное общество ""НОВАТЭК""",NVTK
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",ROSN
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JUFU0
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JX132
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYJH7
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYJJ3
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYLG5
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JXQK2
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYT40
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JXR68
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYVU5
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JXXD3
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A1008P1
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JUFV8
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0JXXE1
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A1008Q9
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A0ZYCP5
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A100KY3
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A100YQ0
"публичное акционерное общество ""Нефтяная компания ""Роснефть""",RU000A101SF3
"публичное акционерное общество ""Татнефть"" имени В.Д. Шашина",TATN
"публичное акционерное общество ""Татнефть"" имени В.Д. Шашина",TATNP
"""Газпромбанк"" (Акционерное общество)",RU000A1003R8
"""Газпромбанк"" (Акционерное общество)",RU000A100HH4
"""Газпромбанк"" (Акционерное общество)",RU000A100JB3
"""Газпромбанк"" (Акционерное общество)",RU000A101350
"""Газпромбанк"" (Акционерное общество)",RU000A0JXP45
"""Газпромбанк"" (Акционерное общество)",RU000A0ZYEE5
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",RU000A1030D1
"Акционерное общество ""АВТОБАН-Финанс""",RU000A106K35
"Акционерное общество ""АВТОДОМ""",RU000A104CJ3
"Акционерное общество ""Авто Финанс Банк""",RU000A1030Y7
"Акционерное общество ""Авто Финанс Банк""",RU000A103NY1
"Акционерное общество ""Бизнес-Недвижимость""",RU000A1022G1
"Акционерное общество ""Бизнес-Недвижимость""",RU000A104BY4
"Акционерное общество ""Всероссийский банк развития регионов""",RU000A101NQ1
"Акционерное общество ""Всероссийский банк развития регионов""",RU000A100691
"Акционерное общество ""ГИДРОМАШСЕРВИС""",RU000A105Q89
"Акционерное общество ""ГИДРОМАШСЕРВИС""",RU000A1026H0
"Акционерное общество ""Главная дорога""",RU000A0JR4U9
"Акционерное общество ""Главная дорога""",RU000A0JTFB2
"Акционерное общество ""Главная дорога""",RU000A0JTB96
"Акционерное общество ""Группа компаний ""Медси""",RU000A105YA3
"Акционерное общество ""Группа компаний ""Медси""",RU000A105YB1
"Акционерное общество ""Группа компаний ""Пионер""",RU000A102KG6
"Акционерное общество ""Группа компаний ""Пионер""",RU000A104735
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYLU6
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYQU5
"Акционерное общество ""ДОМ.РФ""",RU000A0JX2R1
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYF20
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYF38
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYFM5
"Акционерное общество ""ДОМ.РФ""",RU000A0ZYFN3
"Акционерное общество ""ДОМ.РФ""",RU000A1052E3
"Акционерное общество ""ДОМ.РФ""",RU000A1055Q0
"Акционерное общество ""ДОМ.РФ""",RU000A105G81
"Акционерное общество ""ДОМ.РФ""",RU000A105SF4
"Акционерное общество ""ДОМ.РФ""",RU000A1065K2
"Акционерное общество ""ДОМ.РФ""",RU000A106CN0
"Акционерное общество ""Джи-групп""",RU000A103JR3
"Акционерное общество ""Джи-групп""",RU000A105Q97
"Акционерное общество ""Джи-групп""",RU000A106Z38
"Акционерное общество ""ИНК-Капитал""",RU000A104A39
"Акционерное общество ""Каршеринг Руссия""",RU000A1052T1
"Акционерное общество ""Каршеринг Руссия""",RU000A106A86
"Акционерное общество ""Каршеринг Руссия""",RU000A106UW3
"Акционерное общество ""Минерально-химическая компания ""ЕвроХим""",RU000A101L96
"Акционерное общество ""Минерально-химическая компания ""ЕвроХим""",RU000A101LJ0
"Акционерное общество ""Новая концессионная компания""",RU000A1021F5
"Акционерное общество ""Новая концессионная компания""",RU000A102RB2
"Акционерное общество ""Первый контейнерный терминал""",RU000A0JW0S4
"Акционерное общество ""Первый контейнерный терминал""",RU000A0JW5E3
"Акционерное общество ""Первый контейнерный терминал""",RU000A0JWBP5
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A106ZY8
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A107D09
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JV805
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JVWB3
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JUW31
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JUW72
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JV3R1
"Акционерное общество ""Российский Сельскохозяйственный банк""",RU000A0JV987
"Акционерное общество ""Синара - Транспортные Машины""",RU000A1035D0
"Акционерное общество ""Синара - Транспортные Машины""",RU000A103G00
"Акционерное общество ""Синара - Транспортные Машины""",RU000A105M91
"Акционерное общество ""Тойота Банк""",RU000A104L36
"Акционерное общество ""Управляющая компания ""ТРАНСФИНГРУП""",RU000A0JNUW0
"Акционерное общество ""Управляющая компания ""ТРАНСФИНГРУП""",RU000A0JS9A9
"Акционерное общество ""Уральская Сталь""",RU000A105Q63
"Акционерное общество ""Уральская Сталь""",RU000A1066A1
"Акционерное общество ""Федеральная пассажирская компания""",RU000A0ZYX69
"Акционерное общество ""Федеральная пассажирская компания""",RU000A0ZZTL5
"Акционерное общество ""Федеральная пассажирская компания""",RU000A1012B3
"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",RU000A100YF3
"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",RU000A101EF3
"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",RU000A100B73
"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",RU000A101R90
"Акционерное общество ""Центральная пригородная пассажирская компания""",RU000A103F27
"Акционерное общество ""Челябинский трубопрокатный завод""",RU000A0JXME4
"Акционерное общество ""Челябинский трубопрокатный завод""",RU000A0JXTY7
"Акционерное общество ""ЭР-Телеком Холдинг""",RU000A1058K7
"Акционерное общество ""ЭР-Телеком Холдинг""",RU000A106JV8
"Акционерное общество ""ЭР-Телеком Холдинг""",RU000A106K19
"Акционерное общество ""ЭР-Телеком Холдинг""",RU000A1030K6
"Акционерное общество ""ЭР-Телеком Холдинг""",RU000A107BZ4
"Акционерное общество ""Эталон-Финанс""",RU000A105VU7
"Акционерное общество ""Эталон-Финанс""",RU000A103QH9
"Акционерное общество Управляющая компания ""РВМ Капитал""",RU000A0JPM71
"Акционерное общество Управляющая компания ""РВМ Капитал""",RU000A0JPLG7
"Акционерное общество Управляющая компания ""РВМ Капитал""",RU000A0JQYE3
"Акционерное общество Холдинговая компания ""Новотранс""",RU000A1014S3
"Акционерное общество Холдинговая компания ""Новотранс""",RU000A103133
"Акционерное общество Холдинговая компания ""Новотранс""",RU000A105CM4
"Акционерное общество Холдинговая компания ""Новотранс""",RU000A106SP1
"Государственная компания ""Российские автомобильные дороги""",RU000A100030
"Государственная компания ""Российские автомобильные дороги""",RU000A102H91
"Государственная компания ""Российские автомобильные дороги""",RU000A103NU9
"Государственная компания ""Российские автомобильные дороги""",RU000A106FR4
"Государственная компания ""Российские автомобильные дороги""",RU000A106XP1
"Государственная компания ""Российские автомобильные дороги""",RU000A104XR2
"Государственная компания ""Российские автомобильные дороги""",RU000A105GU8
"Государственная компания ""Российские автомобильные дороги""",RU000A106J20
"Государственная компания ""Российские автомобильные дороги""",RU000A107043
"Государственная компания ""Российские автомобильные дороги""",RU000A105V82
"Государственная компания ""Российские автомобильные дороги""",RU000A106R53
"Государственная компания ""Российские автомобильные дороги""",RU000A1076P8
"Государственная компания ""Российские автомобильные дороги""",RU000A106C92
"Государственная компания ""Российские автомобильные дороги""",RU000A106XM8
"Государственная компания ""Российские автомобильные дороги""",RU000A1017H9
"Государственная компания ""Российские автомобильные дороги""",RU000A1078L3
Государственный специализированный Российский экспортно-импортный банк (акционерное общество),RU000A0JVYG8
Государственный специализированный Российский экспортно-импортный банк (акционерное общество),RU000A101T56
Государственный специализированный Российский экспортно-импортный банк (акционерное общество),RU000A101UE2
Государственный специализированный Российский экспортно-импортный банк (акционерное общество),RU000A101780
"Международная компания публичное акционерное общество ""Объединённая Компания ""РУСАЛ""""",RU000A106V57
"Международная компания публичное акционерное общество ""Объединённая Компания ""РУСАЛ""""",RU000A1076U8
Министерство финансов Калининградской области,RU000A105ND0
Министерство финансов Кировской области,RU000A0ZZXZ7
Министерство финансов Саратовской области,RU000A0ZYG60
"Общество с ограниченной ответственностью ""Биннофарм Групп""",RU000A1043Z7
"Общество с ограниченной ответственностью ""Биннофарм Групп""",RU000A104Z71
"Общество с ограниченной ответственностью ""Биннофарм Групп""",RU000A107E81
"Общество с ограниченной ответственностью ""Борец Капитал""",RU000A105ZX2
"Общество с ограниченной ответственностью ""Борец Капитал""",RU000A107BR1
"Общество с ограниченной ответственностью ""Брусника. Строительство и девелопмент""",RU000A1048A9
"Общество с ограниченной ответственностью ""Брусника. Строительство и девелопмент""",RU000A102Y58
"Общество с ограниченной ответственностью ""ВИС ФИНАНС""",RU000A102952
"Общество с ограниченной ответственностью ""ВИС ФИНАНС""",RU000A102VK5
"Общество с ограниченной ответственностью ""ВИС ФИНАНС""",RU000A1060Y4
"Общество с ограниченной ответственностью ""ВИС ФИНАНС""",RU000A106EZ0
"Общество с ограниченной ответственностью ""ВИС ФИНАНС""",RU000A107D33
"Общество с ограниченной ответственностью ""ВУШ""",RU000A104WS2
"Общество с ограниченной ответственностью ""ВУШ""",RU000A106HB4
"Общество с ограниченной ответственностью ""ГСП-Финанс""",RU000A102MR9
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A106375
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0ZYUV5
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0ZYUW3
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A100LL8
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0ZYUY9
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A101QM3
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0ZYV04
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A101QN1
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0JXFS8
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A106672
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A0JXFY6
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A106AT1
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A105GE2
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A105U00
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A107050
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A107084
"Общество с ограниченной ответственностью ""Газпром капитал""",RU000A107ET1
"Общество с ограниченной ответственностью ""Городской супермаркет""",RU000A100HE1
"Общество с ограниченной ответственностью ""Городской супермаркет""",RU000A105WR1
"Общество с ограниченной ответственностью ""ДелоПортс""",RU000A105Q71
"Общество с ограниченной ответственностью ""ЕвразХолдинг Финанс""",RU000A100P85
"Общество с ограниченной ответственностью ""ИЭК ХОЛДИНГ""",RU000A105PR5
"Общество с ограниченной ответственностью ""ИЭК ХОЛДИНГ""",RU000A107E08
"Общество с ограниченной ответственностью ""Инновационная Сервисная Компания ""ПетроИнжиниринг""",RU000A103RL9
"Общество с ограниченной ответственностью ""Интерлизинг""",RU000A103RY2
"Общество с ограниченной ответственностью ""Интерлизинг""",RU000A104W58
"Общество с ограниченной ответственностью ""Лизинговая компания Простые решения""",RU000A1022E6
"Общество с ограниченной ответственностью ""Лизинговая компания Простые решения""",RU000A106EP1
"Общество с ограниченной ответственностью ""МВ ФИНАНС""",RU000A103117
"Общество с ограниченной ответственностью ""МВ ФИНАНС""",RU000A103HT3
"Общество с ограниченной ответственностью ""МВ ФИНАНС""",RU000A104ZK2
"Общество с ограниченной ответственностью ""Мираторг Финанс""",RU000A103KA7
"Общество с ограниченной ответственностью ""Мэйл.Ру Финанс""",RU000A103QK3
"Общество с ограниченной ответственностью ""О'КЕЙ""",RU000A102BK7
"Общество с ограниченной ответственностью ""О'КЕЙ""",RU000A106AH6
"Общество с ограниченной ответственностью ""ПИК – Корпорация""",RU000A1016Z3
"Общество с ограниченной ответственностью ""ПИК – Корпорация""",RU000A105146
"Общество с ограниченной ответственностью ""Практика ЛК""",RU000A106J61
"Общество с ограниченной ответственностью ""Практика ЛК""",RU000A1074N8
"Общество с ограниченной ответственностью ""Проект-Град""",RU000A102M29
"Общество с ограниченной ответственностью ""РЕСО-Лизинг""",RU000A106DP3
"Общество с ограниченной ответственностью ""СОЛНЕЧНЫЙ СВЕТ""",RU000A1074Q1
"Общество с ограниченной ответственностью ""Сеть дата-центров ""Селектел""",RU000A102SG9
"Общество с ограниченной ответственностью ""Сеть дата-центров ""Селектел""",RU000A105FS4
"Общество с ограниченной ответственностью ""Сеть дата-центров ""Селектел""",RU000A106R95
"Общество с ограниченной ответственностью ""Совкомбанк Лизинг""",RU000A102QQ2
"Общество с ограниченной ответственностью ""Совкомбанк Лизинг""",RU000A104388
"Общество с ограниченной ответственностью ""Специализированное общество проектного финансирования Фабрика проектного финансирования""",RU000A1018M7
"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Социального развития""",RU000A101UU8
"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Социального развития""",RU000A101UW4
"Общество с ограниченной ответственностью ""Сэтл Групп""",RU000A1053A9
"Общество с ограниченной ответственностью ""Сэтл Групп""",RU000A1030X9
"Общество с ограниченной ответственностью ""Сэтл Групп""",RU000A103WQ8
"Общество с ограниченной ответственностью ""Т1""",RU000A1071R5
"Общество с ограниченной ответственностью ""Транспортная концессионная компания""",RU000A0JWU31
"Общество с ограниченной ответственностью ""Транспортная концессионная компания""",RU000A0JWU23
"Общество с ограниченной ответственностью ""Транспортная концессионная компания""",RU000A0ZYBA9
"Общество с ограниченной ответственностью ""Транспортная концессионная компания""",RU000A0ZYGF7
"Общество с ограниченной ответственностью ""Транспортная концессионная компания""",RU000A0ZYGG5
"Общество с ограниченной ответственностью ""Управляющая компания ""Восток-Запад""",RU000A101NK4
"Общество с ограниченной ответственностью ""Элемент Лизинг""",RU000A102VW0
"Общество с ограниченной ответственностью ""Элемент Лизинг""",RU000A105V74
"Общество с ограниченной ответственностью ""Элемент Лизинг""",RU000A106KW4
"Общество с ограниченной ответственностью ""Элемент Лизинг""",RU000A1071U9
ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ХЭНДЕРСОН ФЭШН ГРУПП,HNFG
"Публично-правовая компания по формированию комплексной системы обращения с твердыми коммунальными отходами ""Российский экологический оператор""",RU000A105RW1
"Публично-правовая компания по формированию комплексной системы обращения с твердыми коммунальными отходами ""Российский экологический оператор""",RU000A106169
"Публичное  акционерное общество ""ИНАРКТИКА""",RU000A102TT0
"Публичное Акционерное Общество ""Нижнекамскнефтехим""",RU000A103QQ0
"Публичное акционерное общество ""Акрон""",AKRN
"Публичное акционерное общество ""Акрон""",RU000A0JWV89
"Публичное акционерное общество ""Акрон""",RU000A0JXSS1
"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",RU000A0JVXZ0
"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",RU000A106Z46
"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",RU000A107GX8
"Публичное акционерное общество ""Аптечная сеть 36,6""",APTK
"Публичное акционерное общество ""Аптечная сеть 36,6""",RU000A1015T8
"Публичное акционерное общество ""Аптечная сеть 36,6""",RU000A101T72
"Публичное акционерное общество ""Артген биотех""",ABIO
"Публичное акционерное общество ""Ашинский металлургический завод""",AMEZ
"Публичное акционерное общество ""ВУШ Холдинг""",WUSH
"Публичное акционерное общество ""Вторая генерирующая компания оптового рынка электроэнергии""",OGKB
"Публичное акционерное общество ""Вторая генерирующая компания оптового рынка электроэнергии""",RU000A101WR0
"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""",RU000A100VQ6
"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""",RU000A105A61
"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""",RU000A105ML5
"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""",RU000A105NL3
"Публичное акционерное общество ""Дальневосточное морское пароходство""",FESH
"Публичное акционерное общество ""КАМАЗ""",KMAZ
"Публичное акционерное общество ""КАМАЗ""",RU000A0ZZ7G1
"Публичное акционерное общество ""КАМАЗ""",RU000A0ZZ7H9
"Публичное акционерное общество ""КАМАЗ""",RU000A0ZZ885
"Публичное акционерное общество ""КАМАЗ""",RU000A0ZZ877
